1 input19_3_3.asc: Ascent frome Cape, glidelsope and seeker intercept Mar 14 2016 14:48:31
  0  0 67
time            vmach_h1        lonx_h1         latx_h1         alt_h1          
dvbe_h1         dvbi_h1         psivdx_h1       thtvdx_h1       SBII1_h1        
SBII2_h1        SBII3_h1        VBII1_h1        VBII2_h1        VBII3_h1        
mseek_h1        dbi_t1          SBII1_t1        SBII2_t1        SBII3_t1        
VBII1_t1        VBII2_t1        VBII3_t1        lonx_t1         latx_t1         
alt_t1          dvbe_t1         psivgx_t1       thtvgx_t1       arg_latx_t1     
SBII1_r1        SBII2_r1        SBII3_r1        VBII1_r1        VBII2_r1        
VBII3_r1        dbi_r1          STCII11_r1      STCII12_r1      STCII13_r1      
VTCII11_r1      VTCII12_r1      VTCII13_r1      STCII21_r1      STCII22_r1      
STCII23_r1      VTCII21_r1      VTCII22_r1      VTCII23_r1      STCII31_r1      
STCII32_r1      STCII33_r1      VTCII31_r1      VTCII32_r1      VTCII33_r1      
STCII41_r1      STCII42_r1      STCII43_r1      VTCII41_r1      VTCII42_r1      
VTCII43_r1      STCII51_r1      STCII52_r1      STCII53_r1      VTCII51_r1      
VTCII52_r1      VTCII53_r1      
-1.14669e+06    5.0123e+06      2352.79         7608.06         177.457         
2               6.67732e+06     4.26557e+06     -1.11304e+06    5.01524e+06     
2319.19         7539.29         143.162         -20.5991        48.8643         
311203          7568.14         91.2299         2.51296         91.0301         
4.81016e+06     -1.65865e+06    3.83416e+06     120.951         350.762         
0               6.37099e+06     4.26557e+06     -1.11304e+06    5.01524e+06     
2319.19         7539.29         143.162         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1440            9.43667         -20.0525        48.8196         313732          
7641.07         7962.53         91.6274         2.48573         4.2822e+06      
-1.07054e+06    5.01371e+06     2298.77         7622.74         106.675         
2               6.68066e+06     4.28848e+06     -1.03757e+06    5.01634e+06     
2262.25         7553.61         75.9709         -19.6175        48.8459         
314538          7564.22         92.0334         2.5402          91.7079         
4.81136e+06     -1.65514e+06    3.83416e+06     120.695         350.85          
0               6.37099e+06     4.28848e+06     -1.03757e+06    5.01634e+06     
2262.25         7553.61         75.9709         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1450            9.40755         -19.0629        48.7964         317072          
7637.17         7958.77         92.4333         2.52566         4.3049e+06      
-994240         5.01444e+06     2241.36         7636.54         39.8249         
2               6.68404e+06     4.31081e+06     -961971         5.01676e+06     
2205.11         7566.89         8.87058         -18.6378        48.8184         
317907          7560.26         92.8352         2.56711         92.385          
4.81257e+06     -1.65163e+06    3.83416e+06     120.439         350.938         
0               6.37099e+06     4.31081e+06     -961971         5.01676e+06     
2205.11         7566.89         8.87058         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1460            9.37875         -18.0756        48.764          320468          
7633.25         7955            93.251          2.56942         4.32704e+06     
-917813         5.0145e+06      2185.42         7648.86         -27.7175        
2               6.68745e+06     4.33258e+06     -886240         5.01651e+06     
2147.75         7579.16         -58.1291        -17.6605        48.7819         
321310          7556.27         93.6349         2.59368         93.0615         
4.81377e+06     -1.64812e+06    3.83416e+06     120.183         351.026         
0               6.37099e+06     4.33258e+06     -886240         5.01651e+06     
2147.75         7579.16         -58.1291        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1470            9.3502          -17.0907        48.7224         323915          
7629.22         7951.11         94.0525         2.6087          4.34861e+06     
-841265         5.01389e+06     2127.6          7660.59         -94.3653        
2               6.69091e+06     4.35377e+06     -810391         5.0156e+06      
2090.2          7590.4          -125.018        -16.6859        48.7364         
324746          7552.24         94.4321         2.61991         93.7372         
4.81497e+06     -1.64461e+06    3.83416e+06     119.927         351.113         
0               6.37099e+06     4.35377e+06     -810391         5.0156e+06      
2090.2          7590.4          -125.018        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1480            9.31863         -16.1092        48.6716         327423          
7622.44         7944.46         94.8766         2.65868         4.36961e+06     
-764633         5.0126e+06      2072.26         7667.73         -161.938        
2               6.69439e+06     4.37438e+06     -734435         5.01401e+06     
2032.46         7600.62         -191.788        -15.7143        48.6821         
328214          7548.19         95.2265         2.64581         94.4122         
4.81617e+06     -1.6411e+06     3.83416e+06     119.671         351.201         
0               6.37099e+06     4.37438e+06     -734435         5.01401e+06     
2032.46         7600.62         -191.788        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1490            9.29069         -15.131         48.6117         330983          
7618.28         7940.45         95.672          2.69681         4.39005e+06     
-687907         5.01065e+06     2014.06         7677.38         -228.342        
2               6.69792e+06     4.39442e+06     -658382         5.01176e+06     
1974.54         7609.82         -258.428        -14.7461        48.619          
331714          7544.09         96.0176         2.67138         95.0865         
4.81737e+06     -1.63759e+06    3.83416e+06     119.415         351.288         
0               6.37099e+06     4.39442e+06     -658382         5.01176e+06     
1974.54         7609.82         -258.428        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1500            9.25329         -14.1573        48.5429         334585          
7605.95         7928.25         96.4825         2.7306          4.40989e+06     
-611155         5.00802e+06     1955.19         7677.67         -296.308        
2               6.70148e+06     4.41387e+06     -582242         5.00884e+06     
1916.46         7618.01         -324.928        -13.7817        48.5471         
335246          7539.97         96.8051         2.6966          95.7601         
4.81856e+06     -1.63408e+06    3.83416e+06     119.159         351.375         
0               6.37099e+06     4.41387e+06     -582242         5.00884e+06     
1916.46         7618.01         -324.928        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1510            9.22621         -13.1879        48.4652         338231          
7601.68         7924.13         97.2698         2.76662         4.42915e+06     
-534340         5.00473e+06     1896.65         7685.26         -362.428        
2               6.70507e+06     4.43274e+06     -506025         5.00526e+06     
1858.21         7625.17         -391.281        -12.8214        48.4665         
338808          7535.81         97.5887         2.72147         96.433          
4.81975e+06     -1.63056e+06    3.83416e+06     118.902         351.462         
0               6.37099e+06     4.43274e+06     -506025         5.00526e+06     
1858.21         7625.17         -391.281        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1520            9.19044         -12.2236        48.3789         341881          
7589.63         7912.24         98.0437         2.76554         4.44778e+06     
-457507         5.00076e+06     1832.18         7685.12         -430.813        
2               6.70869e+06     4.45103e+06     -429742         5.00102e+06     
1799.81         7631.33         -457.476        -11.8654        48.3773         
342401          7531.63         98.368          2.74601         97.1052         
4.82094e+06     -1.62705e+06    3.83416e+06     118.646         351.548         
0               6.37099e+06     4.45103e+06     -429742         5.00102e+06     
1799.81         7631.33         -457.476        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1530            9.1646          -11.2641        48.2841         345564          
7585.31         7908.06         98.8215         2.79951         4.4658e+06      
-380627         4.99612e+06     1773.34         7690.65         -496.611        
2               6.71235e+06     4.46874e+06     -353402         4.99611e+06     
1741.27         7636.47         -523.504        -10.9142        48.2796         
346024          7527.41         99.1427         2.7702          97.7766         
4.82212e+06     -1.62353e+06    3.83416e+06     118.39          351.635         
0               6.37099e+06     4.46874e+06     -353402         4.99611e+06     
1741.27         7636.47         -523.504        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1540            9.13632         -10.3098        48.1809         349236          
7578.32         7901.24         99.5748         2.78275         4.48319e+06     
-303709         4.9908e+06      1707.55         7693.79         -565.317        
2               6.71604e+06     4.48586e+06     -277016         4.99055e+06     
1682.59         7640.6          -589.356        -9.96794        48.1735         
349676          7523.16         99.9125         2.79404         98.4473         
4.82331e+06     -1.62001e+06    3.83416e+06     118.133         351.721         
0               6.37099e+06     4.48586e+06     -277016         4.99055e+06     
1682.59         7640.6          -589.356        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1550            9.11178         -9.3607         48.0694         352935          
7573.98         7897.04         100.342         2.81555         4.49997e+06     
-226753         4.98482e+06     1648.45         7697.28         -630.758        
2               6.71977e+06     4.50239e+06     -200594         4.98433e+06     
1623.79         7643.72         -655.023        -9.02701        48.0591         
353358          7518.88         100.677         2.81753         99.1173         
4.82449e+06     -1.6165e+06     3.83416e+06     117.877         351.807         
0               6.37099e+06     4.50239e+06     -200594         4.98433e+06     
1623.79         7643.72         -655.023        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1560            9.08869         -8.41703        47.9495         356639          
7570.54         7893.76         101.098         2.8137          4.51613e+06     
-149755         4.97816e+06     1585.79         7701.19         -698.909        
2               6.72352e+06     4.51833e+06     -124145         4.97745e+06     
1564.87         7645.85         -720.496        -8.09165        47.9364         
357067          7514.58         101.436         2.84067         99.7865         
4.82566e+06     -1.61298e+06    3.83416e+06     117.62          351.893         
0               6.37099e+06     4.51833e+06     -124145         4.97745e+06     
1564.87         7645.85         -720.496        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1570            9.06468         -7.47911        47.8214         360376          
7566.16         7889.52         101.855         2.84595         4.53169e+06     
-72734.9        4.97085e+06     1526.46         7702.65         -763.957        
2               6.72731e+06     4.53369e+06     -47680.1        4.96992e+06     
1505.85         7646.97         -785.766        -7.16213        47.8056         
360805          7510.24         102.189         2.86346         100.455         
4.82684e+06     -1.60946e+06    3.83416e+06     117.364         351.979         
0               6.37099e+06     4.53369e+06     -47680.1        4.96992e+06     
1505.85         7646.97         -785.766        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1580            9.04263         -6.54707        47.6852         364133          
7563.21         7886.71         102.606         2.86094         4.54665e+06     
4307.83         4.96287e+06     1465.87         7704.63         -830.677        
2               6.73113e+06     4.54845e+06     28791           4.96174e+06     
1446.73         7647.09         -850.825        -6.23869        47.6668         
364570          7505.88         102.937         2.88589         101.123         
4.82801e+06     -1.60594e+06    3.83416e+06     117.107         352.064         
0               6.37099e+06     4.54845e+06     28791           4.96174e+06     
1446.73         7647.09         -850.825        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1590            9.01897         -5.62129        47.541          367928          
7558.76         7882.39         103.35          2.89272         4.56101e+06     
81352.2         4.95424e+06     1406.36         7704.07         -895.298        
2               6.73497e+06     4.56262e+06     105258          4.9529e+06      
1387.52         7646.22         -915.663        -5.32157        47.5201         
368362          7501.5          103.677         2.90797         101.79          
4.82918e+06     -1.60242e+06    3.83416e+06     116.85          352.149         
0               6.37099e+06     4.56262e+06     105258          4.9529e+06      
1387.52         7646.22         -915.663        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1600            8.99765         -4.70188        47.3886         371744          
7556.07         7879.83         104.1           2.90785         4.57478e+06     
158398          4.94494e+06     1346.76         7703.99         -962.561        
2               6.73885e+06     4.5762e+06      181712          4.94342e+06     
1328.23         7644.36         -980.273        -4.41101        47.3656         
372181          7497.08         104.412         2.92969         102.456         
4.83035e+06     -1.5989e+06     3.83416e+06     116.593         352.235         
0               6.37099e+06     4.5762e+06      181712          4.94342e+06     
1328.23         7644.36         -980.273        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1610            8.97433         -3.78919        47.2285         375596          
7551.55         7875.45         104.832         2.9392          4.58794e+06     
235426          4.93499e+06     1287.09         7701.42         -1026.72        
2               6.74275e+06     4.58919e+06     258142          4.9333e+06      
1268.87         7641.51         -1044.64        -3.5072         47.2034         
376025          7492.64         105.139         2.95106         103.121         
4.83151e+06     -1.59537e+06    3.83416e+06     116.336         352.319         
0               6.37099e+06     4.58919e+06     258142          4.9333e+06      
1268.87         7641.51         -1044.64        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1620            8.952           -2.88351        47.0604         379462          
7547.64         7871.62         105.592         2.94696         4.60053e+06     
312420          4.92436e+06     1228.84         7697.46         -1096.12        
2               6.74668e+06     4.60158e+06     334539          4.92253e+06     
1209.44         7637.68         -1108.77        -2.61034        47.0337         
379894          7488.18         105.86          2.97206         103.786         
4.83267e+06     -1.59185e+06    3.83416e+06     116.079         352.404         
0               6.37099e+06     4.60158e+06     334539          4.92253e+06     
1209.44         7637.68         -1108.77        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1630            8.92908         -1.98499        46.8846         383361          
7543.07         7867.19         106.309         2.97767         4.61252e+06     
389373          4.91308e+06     1169.05         7692.91         -1159.78        
2               6.75064e+06     4.61338e+06     410893          4.91112e+06     
1149.96         7632.87         -1172.64        -1.72061        46.8565         
383789          7483.69         106.573         2.99271         104.45          
4.83383e+06     -1.58832e+06    3.83416e+06     115.822         352.489         
0               6.37099e+06     4.61338e+06     410893          4.91112e+06     
1149.96         7632.87         -1172.64        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1640            8.90229         -1.09428        46.7011         387274          
7535.01         7859.19         107.062         2.98691         4.62392e+06     
466238          4.90112e+06     1110.96         7682.69         -1228.39        
2               6.75463e+06     4.62458e+06     487193          4.89908e+06     
1090.43         7627.09         -1236.25        -0.838186       46.672          
387707          7479.18         107.279         3.01299         105.113         
4.83499e+06     -1.5848e+06     3.83416e+06     115.565         352.573         
0               6.37099e+06     4.62458e+06     487193          4.89908e+06     
1090.43         7627.09         -1236.25        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1650            8.87977         -0.211181       46.5103         391218          
7530.39         7854.7          107.764         3.01627         4.63473e+06     
543033          4.88852e+06     1051.09         7676.16         -1291.52        
2               6.75865e+06     4.63518e+06     563431          4.8864e+06      
1030.87         7620.33         -1299.59        0.0367829       46.4803         
391650          7474.64         107.977         3.03291         105.775         
4.83615e+06     -1.58127e+06    3.83416e+06     115.308         352.657         
0               6.37099e+06     4.63518e+06     563431          4.8864e+06      
1030.87         7620.33         -1299.59        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1660            8.85048         0.663636        46.3122         395182          
7519.82         7844.23         108.478         3.03265         4.64495e+06     
619705          4.87528e+06     991.247         7662.24         -1356.26        
2               6.76268e+06     4.64519e+06     639597          4.87309e+06     
971.28          7612.61         -1362.65        0.904156        46.2815         
395616          7470.09         108.668         3.05247         106.436         
4.8373e+06      -1.57775e+06    3.83416e+06     115.051         352.741         
0               6.37099e+06     4.64519e+06     639597          4.87309e+06     
971.28          7612.61         -1362.65        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1670            8.82832         1.53053         46.1071         399177          
7515.13         7839.67         109.164         3.06023         4.65456e+06     
696286          4.8614e+06      931.322         7653.76         -1418.83        
2               6.76675e+06     4.65461e+06     715680          4.85915e+06     
911.669         7603.92         -1425.43        1.7638          46.0758         
399604          7465.51         109.351         3.07166         107.097         
4.83845e+06     -1.57422e+06    3.83416e+06     114.794         352.825         
0               6.37099e+06     4.65461e+06     715680          4.85915e+06     
911.669         7603.92         -1425.43        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1680            8.80046         2.3891          45.8953         403196          
7505.62         7830.3          109.838         3.0806          4.66356e+06     
772738          4.84691e+06     869.973         7639.68         -1480.55        
2               6.77084e+06     4.66343e+06     791672          4.84458e+06     
852.045         7594.28         -1487.91        2.61562         45.8633         
403615          7460.91         110.026         3.09049         107.757         
4.83959e+06     -1.57069e+06    3.83416e+06     114.536         352.909         
0               6.37099e+06     4.66343e+06     791672          4.84458e+06     
852.045         7594.28         -1487.91        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1690            8.77798         3.23958         45.6767         407244          
7500.87         7825.67         110.507         3.1066          4.67196e+06     
849084          4.83179e+06     810.033         7629.26         -1542.51        
2               6.77495e+06     4.67165e+06     867562          4.82939e+06     
792.418         7583.68         -1550.09        3.45949         45.6441         
407648          7456.29         110.692         3.10895         108.416         
4.84074e+06     -1.56716e+06    3.83416e+06     114.279         352.992         
0               6.37099e+06     4.67165e+06     867562          4.82939e+06     
792.418         7583.68         -1550.09        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1700            8.75228         4.08178         45.4517         411319          
7493.52         7818.48         111.158         3.12833         4.67975e+06     
925300          4.81607e+06     748.525         7615.67         -1603.09        
2               6.77909e+06     4.67928e+06     943342          4.81358e+06     
732.795         7572.13         -1611.96        4.29533         45.4184         
411701          7451.65         111.351         3.12703         109.074         
4.84188e+06     -1.56363e+06    3.83416e+06     114.022         353.075         
0               6.37099e+06     4.67928e+06     943342          4.81358e+06     
732.795         7572.13         -1611.96        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1710            8.72934         4.9158          45.2202         415422          
7488.71         7813.79         111.81          3.15312         4.68693e+06     
1.0014e+06      4.79973e+06     688.606         7603.34         -1664.43        
2               6.78325e+06     4.68631e+06     1.019e+06       4.79715e+06     
673.185         7559.64         -1673.51        5.12307         45.1863         
415776          7446.99         112.001         3.14476         109.732         
4.84302e+06     -1.5601e+06     3.83416e+06     113.764         353.158         
0               6.37099e+06     4.68631e+06     1.019e+06       4.79715e+06     
673.185         7559.64         -1673.51        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1720            8.7048          5.74155         44.9825         419550          
7482.68         7807.92         112.441         3.17329         4.6935e+06      
1.07736e+06     4.78279e+06     627.071         7589.23         -1724.51        
2               6.78743e+06     4.69274e+06     1.09453e+06     4.78011e+06     
613.597         7546.22         -1734.74        5.94263         44.9479         
419870          7442.31         112.643         3.16211         110.388         
4.84415e+06     -1.55657e+06    3.83416e+06     113.507         353.241         
0               6.37099e+06     4.69274e+06     1.09453e+06     4.78011e+06     
613.597         7546.22         -1734.74        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1730            8.68139         6.55901         44.7387         423705          
7477.81         7803.17         113.077         3.19711         4.69948e+06     
1.15318e+06     4.76524e+06     567.206         7575.02         -1785.19        
2               6.79164e+06     4.69858e+06     1.16992e+06     4.76246e+06     
554.038         7531.86         -1795.63        6.75398         44.7033         
423985          7437.61         113.276         3.17908         111.044         
4.84529e+06     -1.55303e+06    3.83416e+06     113.249         353.324         
0               6.37099e+06     4.69858e+06     1.16992e+06     4.76246e+06     
554.038         7531.86         -1795.63        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1740            8.65726         7.3682          44.4889         427876          
7472.46         7797.99         113.687         3.20903         4.70483e+06     
1.22885e+06     4.74709e+06     504.81          7559.72         -1845.13        
2               6.79587e+06     4.70382e+06     1.24517e+06     4.7442e+06      
494.516         7516.57         -1856.19        7.55705         44.4527         
428118          7432.9          113.901         3.19569         111.699         
4.84642e+06     -1.5495e+06     3.83416e+06     112.991         353.406         
0               6.37099e+06     4.70382e+06     1.24517e+06     4.7442e+06      
494.516         7516.57         -1856.19        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1750            8.63342         8.16904         44.2332         432071          
7467.55         7793.2          114.306         3.23198         4.70957e+06     
1.30437e+06     4.72834e+06     445.033         7543.64         -1905.12        
2               6.80011e+06     4.70847e+06     1.32025e+06     4.72534e+06     
435.039         7500.36         -1916.4         8.35183         44.1963         
432270          7428.17         114.518         3.21193         112.353         
4.84755e+06     -1.54597e+06    3.83416e+06     112.734         353.489         
0               6.37099e+06     4.70847e+06     1.32025e+06     4.72534e+06     
435.039         7500.36         -1916.4         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1760            8.60994         8.96162         43.9717         436260          
7463.03         7788.85         114.903         3.22281         4.71369e+06     
1.37972e+06     4.70897e+06     381.342         7526.79         -1966.77        
2               6.80438e+06     4.71252e+06     1.39517e+06     4.70587e+06     
375.616         7483.23         -1976.26        9.13829         43.934          
436440          7423.42         115.125         3.22779         113.007         
4.84867e+06     -1.54243e+06    3.83416e+06     112.476         353.571         
0               6.37099e+06     4.71252e+06     1.39517e+06     4.70587e+06     
375.616         7483.23         -1976.26        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1770            8.58579         9.74584         43.7046         440468          
7458.1          7784.04         115.504         3.24505         4.71721e+06     
1.4549e+06      4.68901e+06     321.686         7508.86         -2026.05        
2               6.80867e+06     4.71598e+06     1.46991e+06     4.68581e+06     
316.253         7465.19         -2035.76        9.91642         43.6662         
440628          7418.66         115.724         3.24327         113.659         
4.8498e+06      -1.53889e+06    3.83416e+06     112.218         353.653         
0               6.37099e+06     4.71598e+06     1.46991e+06     4.68581e+06     
316.253         7465.19         -2035.76        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1780            8.56224         10.5217         43.4319         444658          
7453.74         7779.78         116.108         3.2244          4.72011e+06     
1.52989e+06     4.66841e+06     259.404         7489.29         -2090           
3               6.81297e+06     4.71885e+06     1.54447e+06     4.66516e+06     
256.96          7446.25         -2094.89        10.6862         43.3928         
444833          7413.88         116.315         3.25839         114.311         
4.85092e+06     -1.53536e+06    3.83416e+06     111.96          353.735         
0               6.37099e+06     4.71885e+06     1.54447e+06     4.66516e+06     
256.96          7446.25         -2094.89        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1790            8.60407         11.2913         43.1531         448792          
7506.37         7832.87         116.575         3.13208         4.72233e+06     
1.60486e+06     4.64712e+06     180.735         7525.36         -2165.68        
4               6.8173e+06      4.72112e+06     1.6188e+06      4.64393e+06     
197.773         7426.42         -2153.62        11.4473         43.1142         
449052          7409.09         116.896         3.27312         114.962         
4.85204e+06     -1.53182e+06    3.83416e+06     111.702         353.816         
0               6.37099e+06     4.72112e+06     1.6188e+06      4.64393e+06     
197.773         7426.42         -2153.62        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1800            8.66726         12.0617         42.8679         452868          
7578.02         7905.01         117.019         3.07094         4.72372e+06     
1.68039e+06     4.6251e+06      101.846         7579.32         -2243.37        
4               6.82164e+06     4.7228e+06      1.69296e+06     4.6221e+06      
138.64          7405.68         -2212           12.2004         42.8303         
453289          7404.29         117.47          3.28748         115.612         
4.85315e+06     -1.52828e+06    3.83416e+06     111.444         353.897         
0               6.37099e+06     4.7228e+06      1.69296e+06     4.6221e+06      
138.64          7405.68         -2212           0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1810            8.73397         12.832          42.5752         457020          
7653.87         7981.03         117.564         3.18361         4.72445e+06     
1.75647e+06     4.60232e+06     46.9751         7637.32         -2316.47        
4               6.826e+06       4.72389e+06     1.76691e+06     4.59969e+06     
79.5993         7384.06         -2269.99        12.9453         42.5412         
457542          7399.47         118.034         3.30146         116.261         
4.85427e+06     -1.52474e+06    3.83416e+06     111.186         353.979         
0               6.37099e+06     4.72389e+06     1.76691e+06     4.59969e+06     
79.5993         7384.06         -2269.99        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1820            8.80179         13.6019         42.2739         461308          
7732.09         8059.25         118.171         3.25161         4.72462e+06     
1.83312e+06     4.57872e+06     -7.21792        7693.09         -2401.63        
4               6.83037e+06     4.72439e+06     1.84064e+06     4.5767e+06      
20.6581         7361.56         -2327.59        13.6819         42.2471         
461810          7394.64         118.59          3.31507         116.909         
4.85538e+06     -1.5212e+06     3.83416e+06     110.928         354.06          
0               6.37099e+06     4.72439e+06     1.84064e+06     4.5767e+06      
20.6581         7361.56         -2327.59        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1830            8.87025         14.3707         41.9632         465760          
7812.52         8139.46         118.844         3.34318         4.72429e+06     
1.91033e+06     4.55425e+06     -53.8719        7748.06         -2493.1         
4               6.83477e+06     4.72431e+06     1.91414e+06     4.55314e+06     
-38.1762        7338.18         -2384.79        14.4103         41.9482         
466092          7389.79         119.137         3.32829         117.557         
4.85648e+06     -1.51766e+06    3.83416e+06     110.67          354.14          
0               6.37099e+06     4.72431e+06     1.91414e+06     4.55314e+06     
-38.1762        7338.18         -2384.79        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1838.54         8.92875         15.0256         41.6893         469755          
7882.93         8208.82         119.692         3.46602         4.72376e+06     
1.97668e+06     4.53258e+06     -63.176         7788.09         -2593.55        
4               6.83918e+06     4.72363e+06     1.9874e+06      4.529e+06       
-96.8961        7313.93         -2441.59        15.1306         41.6445         
470388          7384.94         119.676         3.34114         118.203         
4.85759e+06     -1.51412e+06    3.83416e+06     110.411         354.221         
0               6.37099e+06     4.72363e+06     1.9874e+06      4.529e+06       
